Item_Description,Item_URL,Rating,Number_Sold,Price
"Official Brand
NANO SINGAPORE",https://www.qoo10.sg/gmkt.inc/Qplay/Qplay.aspx?grid_type=6&&brand_no=66203&brand_nm=NANO SINGAPORE&global_yn=&shipto=SG,Rating:(5/5),Review(16),S$79.90
