Item_Description,Item_URL,Rating,Number_Sold,Price
Cod Fish (Premium Silver Cod)- 500G,https://www.qoo10.sg/item/COD-FISH-PREMIUM-SILVER-COD-500G/678121687?banner_no=1305330,Rating:(4/5),Review(5),S$39.90
